Feat_0,Feat_1,Feat_2,Feat_3,Feat_4,Feat_5,Feat_6,Feat_7,Feat_8,Feat_9,Feat_10,Feat_11,Feat_12,Feat_13,Feat_14,Feat_15,Feat_16,Feat_17,Feat_18,Feat_19,Feat_20,Feat_21,Feat_22,Feat_23,Feat_24,Feat_25,Feat_26,Feat_27,Feat_28,Feat_29,Feat_30,Feat_31,Feat_32,Feat_33,Feat_34,Feat_35,Feat_36,Feat_37,Feat_38,Feat_39,y_true,y_true_4cls,dataset,subjectID
0.20202139,0.40322876,0.016879413,0.0,0.00082267344,0.24778172,0.007533293,1.052293,0.18617958,0.26240855,0.07600747,0.0,0.008389655,0.1584038,0.053700782,0.274572,0.73614746,1.0649297,0.6682648,0.0,0.08638071,0.59339577,0.517509,1.7918713,-0.0019443475,-0.0054575517,-0.0003635323,0.0,3.1342784e-05,0.0011717873,0.00013045703,-0.00354785,0.17258584,1.3682885,0.37504232,0.0002483956,0.17457767,1.6128659,0.2676519,0.00045490992,1.0,3,omnia_park,43
0.0,0.022698648,0.14851564,0.4322389,0.13293894,0.0,0.5424487,0.0,0.0,0.025015282,0.16878751,0.31753722,0.113523126,0.0,0.09470652,0.0,0.0,0.06416788,0.42208654,0.8056819,0.31036422,0.0,0.6458607,0.0,0.0,-0.010533659,0.060689393,0.15572008,-0.024424622,0.0,0.023638656,0.0,0.18140107,1.071637,0.42466548,0.00031283594,0.19898544,0.5569626,0.35008433,0.00026211972,0.0,0,wearpd,nls157
0.39005724,0.0,0.9782946,1.4164685,0.0,0.0,1.472765,0.0,0.0011214912,0.0,0.022018999,0.021449804,0.0,0.0,0.046631634,0.0,0.39117873,0.0,1.0003136,1.4379183,0.0,0.0,1.5193967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03496487,0.6066568,0.24765539,4.414506e-05,0.013802723,0.00394392,0.06909997,8.920117e-06,0.0,0,kiel,93
0.03507054,0.019159976,0.024439385,0.019899128,0.02299889,0.3982944,0.0,0.6146431,0.06074644,0.050692536,0.064660534,0.05264815,0.060849342,0.24482408,0.0,0.40433377,0.14137995,0.15327981,0.19551508,0.15919302,0.18399112,0.6644349,0.0,1.2348343,-0.00018296497,-0.005474279,-0.016292924,-0.013266085,-0.015332594,0.0006700754,0.0,-0.01975364,2.1197324,9.450703,0.27210295,0.00026250002,3.2416673,22.431726,0.2038763,0.00028849643,0.0,0,wearpd,nls170
0.065984376,0.0,0.8655879,0.43252692,0.0,0.011741904,0.2068892,0.0,0.041542627,0.0,0.11340168,0.14756453,0.0,0.026255695,0.10532509,0.0,0.12792392,0.0,0.96193594,0.57525253,0.0,0.07045142,0.36097246,0.0,0.018737406,0.0,0.05349201,0.07999456,0.0,-0.010064489,0.05818473,0.0,0.51667994,3.2853625,0.16466722,8.2704384e-05,0.7268158,5.061907,0.12667134,9.813223e-05,0.0,0,wearpd,wpd015
0.5258352,0.08896437,0.68342084,1.2383257,0.41275325,0.0,1.2350107,0.0,0.050087564,0.19893038,0.058288943,0.15708128,0.043863967,0.0,0.058244538,0.0,0.5897673,0.53378624,0.7375461,1.576377,0.47844365,0.0,1.2986715,0.0,-0.0275233,0.07625518,-0.027733795,0.06596433,-0.010659834,0.0,-0.012173598,0.0,0.014064636,14.240834,0.14167812,4.4019293e-05,0.023290675,7.799328,0.064822085,6.476978e-05,1.0,2,kiel,21
0.0,0.15359165,0.0,0.0,0.0704859,0.021622451,0.0,0.53241366,0.0,0.05619113,0.0,0.0,0.056192625,0.028983466,0.0,0.12676176,0.0,0.26989567,0.0,0.0,0.14467679,0.08458618,0.0,0.7677297,0.0,0.016011937,0.0,0.0,-0.011698729,0.0026294547,0.0,0.013491181,0.25091723,1.4427987,0.42089853,4.869148e-05,0.32855174,1.8957293,0.2792665,6.3252985e-05,0.0,0,wearpd,nls175
0.26525807,0.7270546,0.0032955746,0.084636234,0.112641826,0.007964395,0.3091953,0.9838125,0.23353845,0.36443537,0.008072476,0.2073156,0.2004027,0.018176798,0.50059575,0.6413643,0.73072976,1.2921374,0.023069022,0.59245366,0.56612647,0.05239801,1.283606,1.579976,0.058499362,-0.085768186,0.002471681,0.06347717,0.060656406,-0.005494331,0.13752922,-0.12043838,0.9403268,24.610518,0.265106,0.00010989931,0.9591355,38.79616,0.13249657,0.00020170945,0.0,0,wearpd,wpd019
0.22985408,0.0031255332,0.69233996,0.04872107,0.0,0.53643876,0.01903099,0.23028056,0.11624129,0.008269383,0.35349986,0.12890384,0.0,0.31809154,0.050351266,0.15635067,0.3650646,0.025004266,1.321208,0.38976857,0.0,0.77812976,0.15224792,0.41692588,0.018368779,-0.00029766985,0.059118204,0.032480713,0.0,-0.046177905,0.012687327,-0.013379253,0.5930341,0.8002042,0.15971471,0.00012114752,0.87732023,1.3039782,0.11438431,0.00014941013,0.0,0,wearpd,wpd008
0.06333203,0.0,0.34864017,0.0,0.0,0.60664463,0.0,0.40285143,0.05626457,0.0,0.1716073,0.0,0.0,0.06634746,0.0,0.15699887,0.24712317,0.0,0.7866804,0.0,0.0,0.7830408,0.0,0.8409879,-0.00011225514,0.0,0.0012808951,0.0,0.0,-6.869647e-05,0.0,-0.0011845408,0.021245187,1.275083,0.2638231,0.0003667333,0.014501253,3.781344,0.27331161,0.0008339582,1.0,2,omnia_park,16
